Date,Open,High,Low,Close,Adj Close,Volume
11/30/22,107.080002,109.690002,105.449997,109.690002,109.043427,16251000
12/1/22,110.089996,111.860001,109.550003,111.110001,110.455048,7822900
12/2/22,108.650002,112.709999,108.339996,112.199997,111.880981,5892000
12/5/22,111.019997,111.129997,109.190002,109.620003,109.308327,6220100
12/6/22,109.650002,110.529999,106.75,107.93,107.623131,7086100
12/7/22,107.32,109.120003,107.059998,108.330002,108.021988,5751500
12/8/22,108.599998,111.489998,108.459999,111.360001,111.043373,6192800
12/9/22,110.220001,111.379997,109.260002,109.419998,109.108887,5677700
12/12/22,110.099998,112.169998,109.709999,112.07,111.751358,6426000
12/13/22,115.610001,116.449997,111.25,112.849998,112.529137,8655300
12/14/22,113.699997,114.120003,110.230003,111.449997,111.133118,7528500
12/15/22,109.190002,109.620003,107.730003,108.510002,108.201477,7500700
12/16/22,106.870003,107.610001,105.120003,105.949997,105.64875,14083600
12/19/22,104.989998,105.510002,102.449997,103.050003,102.757004,10620300
12/20/22,103,103.400002,101.68,103.209999,102.91655,17147900
12/21/22,116.760002,119.18,115.339996,115.779999,115.450806,32777300
12/22/22,114.290001,116.82,114.059998,116.709999,116.378159,17147600
12/23/22,116.110001,117.169998,115.779999,116.25,115.919472,6603700
12/27/22,116.470001,118.199997,115.82,117.559998,117.225746,6661100
12/28/22,117.580002,118.239998,114.959999,114.980003,114.653084,5437800
12/29/22,116.080002,118.07,115.800003,117.349998,117.016342,4588600
12/30/22,116.559998,117.25,115.769997,117.010002,116.677315,4355500
1/3/23,118.550003,119.489998,117.440002,118.75,118.412361,8124800
1/4/23,119.959999,122.230003,119.529999,121.209999,120.865364,8550700
1/5/23,120.279999,122.339996,120.080002,120.620003,120.277046,6046700
1/6/23,122,125.360001,121.769997,124.529999,124.175926,10080700
1/9/23,125,126.610001,124.550003,124.849998,124.495018,9397900
1/10/23,125.209999,126.330002,124.370003,125.839996,125.482201,5899900
1/11/23,126.32,128.259995,126.010002,127.940002,127.576233,6989200
1/12/23,128.350006,128.460007,126.459999,127.889999,127.526375,8366400
1/13/23,126.660004,129.229996,126.660004,128.850006,128.483658,4856500
1/17/23,128,129.050003,127.830002,128.139999,127.775665,6172200
1/18/23,127.800003,128.589996,126,126.43,126.070526,6828800
1/19/23,124.790001,125.440002,123.610001,124.529999,124.175926,5273500
1/20/23,124.68,126.639999,124.040001,126.620003,126.259987,5673200
1/23/23,126.900002,128.75,126.540001,128.289993,127.925232,5581600
1/24/23,126.809998,128.009995,120.449997,126.830002,126.469391,5486200
1/25/23,125.860001,127.010002,124.830002,126.82,126.459419,5933700
1/26/23,128.460007,128.990005,126.010002,127.529999,127.167397,5838800
1/27/23,127.07,128.580002,126.699997,127.529999,127.167397,5730000
1/30/23,126.5,127.559998,126.209999,126.370003,126.010696,6494600
1/31/23,126.419998,127.849998,126.010002,127.330002,126.967972,7686900
2/1/23,127.900002,130.220001,126.220001,129.5,129.13179,6387900
2/2/23,130.449997,131.309998,127.860001,129.059998,128.693039,5214500
2/3/23,126.790001,129.419998,126.440002,127.610001,127.247169,4930200
2/6/23,125.519997,126.099998,124.32,125.730003,125.37252,4666400
2/7/23,123.959999,125.93,123.25,125.330002,124.973656,5288900
2/8/23,123.379997,124.099998,121.800003,122.910004,122.560539,5877800
2/9/23,124.709999,125.019997,121.5,122.18,121.832611,5929000
2/10/23,121.510002,122.639999,120.540001,122.230003,121.882469,5195500
2/13/23,122.82,125.720001,122.459999,125.150002,124.794167,5689800
2/14/23,123.949997,126.360001,123.739998,126.199997,125.841179,4845900
2/15/23,124.900002,127.5,124.900002,127.480003,127.117546,5687900
2/16/23,125.43,127.209999,124.110001,124.379997,124.026352,4722200
2/17/23,123.709999,124.889999,123.440002,124.839996,124.485046,5161500
2/21/23,123.279999,124,120.980003,121.099998,120.755676,5110300
2/22/23,121.099998,121.400002,119.639999,119.900002,119.559097,5022000
2/23/23,120.760002,120.760002,118.550003,119.959999,119.618919,4101900
2/24/23,117.970001,118.739998,117.339996,118.040001,117.704384,4693000
2/27/23,119.260002,119.82,118.32,118.529999,118.192986,4239800
2/28/23,118.739998,120.400002,117.849998,118.790001,118.452248,8414100
3/1/23,117.949997,119.790001,117.830002,118.580002,118.242851,4120500
3/2/23,117.550003,119.959999,117.550003,119.580002,119.240005,4443200
3/3/23,120.129997,121.040001,119.019997,120.940002,120.940002,3871800
3/6/23,121.129997,121.989998,119.959999,120.169998,120.169998,5183800
3/7/23,120.199997,121.019997,119.230003,119.589996,119.589996,5345700
3/8/23,119.269997,120.040001,118.730003,119.860001,119.860001,4175200
3/9/23,120.080002,121.860001,117.550003,117.870003,117.870003,5635900
3/10/23,118.830002,118.989998,116.639999,117.489998,117.489998,5979600
3/13/23,115.82,118.290001,115.790001,116.860001,116.860001,6038200
3/14/23,119,119.489998,117.230003,119,119,6050800
3/15/23,116.32,118.629997,115.809998,118.169998,118.169998,6599200
3/16/23,116.860001,120.809998,116.610001,120.650002,120.650002,5658700
3/17/23,121.169998,121.730003,118.669998,120.389999,120.389999,12868900
3/20/23,120.989998,122.68,119.809998,121.199997,121.199997,7594100
3/21/23,123.5,126.059998,122.970001,125.610001,125.610001,15078800
3/22/23,123.660004,125.260002,119.330002,119.5,119.5,17625500
3/23/23,120.470001,123.269997,119.470001,120.970001,120.970001,7628100
3/24/23,120.230003,121,119.32,120.709999,120.709999,6158800
3/27/23,121.019997,121.07,117.610001,117.809998,117.809998,6564200
3/28/23,117.949997,118.440002,116.849998,117.870003,117.870003,4461400
3/29/23,118.639999,120.57,118.489998,120.489998,120.489998,5644000
3/30/23,121.029999,121.440002,119.339996,120.099998,120.099998,4578900
3/31/23,120.919998,122.709999,120.599998,122.639999,122.639999,5658600
4/3/23,122.5,122.849998,120.82,121.669998,121.669998,4838400
4/4/23,121.379997,123.949997,121.360001,123.690002,123.690002,5895300
4/5/23,123,123.330002,120.559998,120.900002,120.900002,4331400
4/6/23,119.510002,120.489998,117.849998,120.220001,120.220001,4256900
4/10/23,119.300003,121.910004,119.129997,121.910004,121.910004,3731200
4/11/23,122.040001,124.080002,122.040001,123.300003,123.300003,4471000
4/12/23,124.760002,124.860001,123.220001,123.660004,123.660004,4524900
4/13/23,124.639999,126.669998,124.459999,126.43,126.43,5355300
4/14/23,127,127.489998,125.489998,125.949997,125.949997,4828700
4/17/23,126.029999,126.480003,125.129997,126.190002,126.190002,3917900
4/18/23,127.230003,127.279999,125.019997,126.209999,126.209999,3857700
4/19/23,126,126.080002,124.919998,125.669998,125.669998,3547400
4/20/23,124.800003,125.349998,123.709999,124.449997,124.449997,3891600
4/21/23,124.400002,125.68,123.620003,125.529999,125.529999,3651000
4/24/23,125.510002,127.129997,125.150002,127.089996,127.089996,3790900
4/25/23,126.529999,126.769997,124.050003,124.660004,124.660004,4383300
4/26/23,124.209999,124.980003,123.290001,123.839996,123.839996,4003200
